fecha,ruta,pasajeros,viajes,dia_semana,mes,festivo,clima
2027-12-29,Ruta D,3036,117,2,12,0,Soleado
2027-12-30,Ruta D,2428,71,3,12,0,Lluvia
2027-12-31,Ruta D,2259,71,4,12,0,Nublado
2028-01-01,Ruta D,1792,40,5,1,1,Soleado
2028-01-02,Ruta D,1117,41,6,1,0,Lluvia
2028-01-03,Ruta D,1824,63,0,1,0,Soleado
2028-01-04,Ruta D,1873,52,1,1,0,Soleado
2028-01-05,Ruta D,1717,35,2,1,0,Lluvia
2028-01-06,Ruta D,1799,38,3,1,0,Nublado
2028-01-07,Ruta D,1688,47,4,1,0,Lluvia
2028-01-08,Ruta D,1173,28,5,1,0,Soleado
2028-01-09,Ruta D,1190,32,6,1,0,Soleado
2028-01-10,Ruta D,1728,37,0,1,0,Soleado
2028-01-11,Ruta D,1969,76,1,1,0,Soleado
2028-01-12,Ruta D,2259,78,2,1,0,Soleado
2028-01-13,Ruta D,1784,36,3,1,0,Soleado
2028-01-14,Ruta D,1563,49,4,1,0,Lluvia
2028-01-15,Ruta D,1599,62,5,1,0,Soleado
2028-01-16,Ruta D,1124,22,6,1,0,Soleado
2028-01-17,Ruta D,1951,49,0,1,0,Soleado
2028-01-18,Ruta D,1963,73,1,1,0,Lluvia
2028-01-19,Ruta D,1811,50,2,1,0,Nublado
2028-01-20,Ruta D,2107,68,3,1,0,Soleado
2028-01-21,Ruta D,1712,43,4,1,0,Lluvia
2028-01-22,Ruta D,1319,31,5,1,0,Soleado
2028-01-23,Ruta D,1189,31,6,1,0,Soleado
2028-01-24,Ruta D,1685,48,0,1,0,Nublado
2028-01-25,Ruta D,1723,37,1,1,0,Soleado
2028-01-26,Ruta D,2064,71,2,1,0,Soleado
2028-01-27,Ruta D,1753,47,3,1,0,Soleado
2028-01-28,Ruta D,1929,46,4,1,0,Soleado
2028-01-29,Ruta D,1249,28,5,1,0,Soleado
2028-01-30,Ruta D,993,20,6,1,0,Soleado
2028-01-31,Ruta D,1854,60,0,1,0,Soleado
2028-02-01,Ruta D,1718,49,1,2,0,Lluvia
2028-02-02,Ruta D,1929,58,2,2,0,Nublado
2028-02-03,Ruta D,1817,65,3,2,0,Nublado
2028-02-04,Ruta D,1803,60,4,2,0,Soleado
2028-02-05,Ruta D,1335,27,5,2,0,Soleado
2028-02-06,Ruta D,1045,21,6,2,0,Nublado
2028-02-07,Ruta D,1988,40,0,2,0,Soleado
2028-02-08,Ruta D,2118,71,1,2,0,Soleado
2024-01-01,Ruta E,1308,50,0,1,1,Soleado
2024-01-02,Ruta E,1414,32,1,1,0,Soleado
2024-01-03,Ruta E,1244,26,2,1,0,Soleado
2024-01-04,Ruta E,971,33,3,1,0,Soleado
2024-01-05,Ruta E,964,20,4,1,0,Soleado
2024-01-06,Ruta E,828,33,5,1,0,Soleado
2024-01-07,Ruta E,689,15,6,1,0,Soleado
2024-01-08,Ruta E,1001,25,0,1,0,Soleado
2024-01-09,Ruta E,1188,40,1,1,0,Soleado
2024-01-10,Ruta E,1225,32,2,1,0,Nublado
2024-01-11,Ruta E,1086,23,3,1,0,Soleado
2024-01-12,Ruta E,1194,27,4,1,0,Soleado
2024-01-13,Ruta E,665,15,5,1,0,Lluvia
2024-01-14,Ruta E,730,29,6,1,0,Soleado
2024-01-15,Ruta E,1081,24,0,1,0,Soleado
2024-01-16,Ruta E,1530,53,1,1,0,Soleado
2024-01-17,Ruta E,925,22,2,1,0,Lluvia
2024-01-18,Ruta E,1013,25,3,1,0,Soleado
2024-01-19,Ruta E,922,26,4,1,0,Soleado
2024-01-20,Ruta E,513,12,5,1,0,Lluvia
2024-01-21,Ruta E,535,12,6,1,0,Nublado
2024-01-22,Ruta E,1109,26,0,1,0,Soleado
2024-01-23,Ruta E,1246,32,1,1,0,Soleado
2024-01-24,Ruta E,1168,38,2,1,0,Soleado
2024-01-25,Ruta E,1237,33,3,1,0,Soleado
2024-01-26,Ruta E,1167,24,4,1,0,Soleado
2024-01-27,Ruta E,831,23,5,1,0,Soleado
2024-01-28,Ruta E,563,21,6,1,0,Soleado
2024-01-29,Ruta E,1039,31,0,1,0,Soleado
2024-01-30,Ruta E,1153,25,1,1,0,Soleado
2024-01-31,Ruta E,1155,44,2,1,0,Soleado
2024-02-01,Ruta E,1163,28,3,2,0,Nublado
2024-02-02,Ruta E,1099,41,4,2,0,Nublado
2024-02-03,Ruta E,679,16,5,2,0,Soleado
2024-02-04,Ruta E,520,14,6,2,0,Lluvia
2024-02-05,Ruta E,1128,24,0,2,0,Nublado
2024-02-06,Ruta E,1272,34,1,2,0,Soleado
2024-02-07,Ruta E,1162,23,2,2,0,Nublado
2024-02-08,Ruta E,981,29,3,2,0,Lluvia
2024-02-09,Ruta E,968,28,4,2,0,Nublado
2024-02-10,Ruta E,758,15,5,2,0,Soleado
2024-02-11,Ruta E,928,33,6,2,0,Soleado
2024-02-12,Ruta E,871,19,0,2,0,Lluvia
2024-02-13,Ruta E,1061,39,1,2,0,Soleado
2024-02-14,Ruta E,958,22,2,2,0,Nublado
2024-02-15,Ruta E,822,23,3,2,0,Lluvia
2024-02-16,Ruta E,953,34,4,2,0,Soleado
2024-02-17,Ruta E,617,12,5,2,0,Lluvia
2024-02-18,Ruta E,443,11,6,2,0,Lluvia
2024-02-19,Ruta E,1032,26,0,2,0,Nublado
2024-02-20,Ruta E,1140,41,1,2,0,Soleado
2024-02-21,Ruta E,1064,23,2,2,0,Soleado
2024-02-22,Ruta E,780,19,3,2,0,Soleado
2024-02-23,Ruta E,1026,21,4,2,0,Nublado
2024-02-24,Ruta E,827,24,5,2,0,Soleado
2024-02-25,Ruta E,580,13,6,2,0,Lluvia
2024-02-26,Ruta E,1071,29,0,2,0,Nublado
2024-02-27,Ruta E,1139,23,1,2,0,Nublado
2024-02-28,Ruta E,1317,37,2,2,0,Soleado
2024-02-29,Ruta E,1093,35,3,2,0,Soleado
2024-03-01,Ruta E,1161,39,4,3,0,Soleado
2024-03-02,Ruta E,610,15,5,3,0,Lluvia
2024-03-03,Ruta E,794,29,6,3,0,Soleado
2024-03-04,Ruta E,924,27,0,3,0,Nublado
2024-03-05,Ruta E,1222,31,1,3,0,Nublado
2024-03-06,Ruta E,1351,31,2,3,0,Soleado
2024-03-07,Ruta E,1139,26,3,3,0,Soleado
2024-03-08,Ruta E,1103,42,4,3,0,Nublado
2024-03-09,Ruta E,701,20,5,3,0,Nublado
2024-03-10,Ruta E,574,15,6,3,0,Nublado
2024-03-11,Ruta E,1039,27,0,3,0,Lluvia
2024-03-12,Ruta E,1252,26,1,3,0,Soleado
2024-03-13,Ruta E,1325,35,2,3,0,Soleado
2024-03-14,Ruta E,979,24,3,3,0,Lluvia
2024-03-15,Ruta E,1238,26,4,3,0,Soleado
2024-03-16,Ruta E,717,14,5,3,0,Soleado
2024-03-17,Ruta E,702,24,6,3,0,Nublado
2024-03-18,Ruta E,1227,40,0,3,0,Soleado
2024-03-19,Ruta E,1193,38,1,3,0,Soleado
2024-03-20,Ruta E,1334,31,2,3,0,Soleado
2024-03-21,Ruta E,1135,44,3,3,0,Nublado
2024-03-22,Ruta E,987,25,4,3,0,Soleado
2024-03-23,Ruta E,699,15,5,3,0,Soleado
2024-03-24,Ruta E,608,20,6,3,0,Nublado
2024-03-25,Ruta E,1112,37,0,3,0,Nublado
2024-03-26,Ruta E,1188,42,1,3,0,Lluvia
2024-03-27,Ruta E,1127,26,2,3,0,Nublado
2024-03-28,Ruta E,1101,24,3,3,0,Lluvia
2024-03-29,Ruta E,1405,32,4,3,0,Soleado
2024-03-30,Ruta E,885,21,5,3,0,Soleado
2024-03-31,Ruta E,585,16,6,3,0,Lluvia
2024-04-01,Ruta E,1008,21,0,4,0,Lluvia
2024-04-02,Ruta E,1168,35,1,4,0,Soleado
2024-04-03,Ruta E,1279,34,2,4,0,Nublado
2024-04-04,Ruta E,1047,26,3,4,0,Soleado
2024-04-05,Ruta E,996,38,4,4,0,Nublado
2024-04-06,Ruta E,642,16,5,4,0,Nublado
2024-04-07,Ruta E,711,20,6,4,0,Nublado
2024-04-08,Ruta E,955,23,0,4,0,Lluvia
2024-04-09,Ruta E,1186,38,1,4,0,Lluvia
2024-04-10,Ruta E,1150,44,2,4,0,Soleado
2024-04-11,Ruta E,1019,21,3,4,0,Nublado
2024-04-12,Ruta E,1171,33,4,4,0,Soleado
2024-04-13,Ruta E,590,20,5,4,0,Lluvia
2024-04-14,Ruta E,693,16,6,4,0,Nublado
2024-04-15,Ruta E,1310,44,0,4,0,Soleado
2024-04-16,Ruta E,1028,21,1,4,0,Lluvia
2024-04-17,Ruta E,1228,40,2,4,0,Soleado
2024-04-18,Ruta E,1301,27,3,4,0,Soleado
2024-04-19,Ruta E,1270,47,4,4,0,Soleado
2024-04-20,Ruta E,942,21,5,4,0,Soleado
2024-04-21,Ruta E,530,16,6,4,0,Nublado
2024-04-22,Ruta E,1254,27,0,4,0,Soleado
2024-04-23,Ruta E,1295,34,1,4,0,Soleado
2024-04-24,Ruta E,1309,45,2,4,0,Soleado
2024-04-25,Ruta E,1235,30,3,4,0,Soleado
2024-04-26,Ruta E,1009,31,4,4,0,Lluvia
2024-04-27,Ruta E,671,18,5,4,0,Soleado
2024-04-28,Ruta E,681,14,6,4,0,Nublado
2024-04-29,Ruta E,1197,35,0,4,0,Lluvia
2024-04-30,Ruta E,1317,35,1,4,0,Nublado
2024-05-01,Ruta E,1117,40,2,5,1,Lluvia
2024-05-02,Ruta E,1166,39,3,5,0,Lluvia
2024-05-03,Ruta E,923,26,4,5,0,Lluvia
2024-05-04,Ruta E,765,19,5,5,0,Nublado
2024-05-05,Ruta E,813,33,6,5,0,Soleado
2024-05-06,Ruta E,1328,40,0,5,0,Soleado
2024-05-07,Ruta E,1362,40,1,5,0,Soleado
2024-05-08,Ruta E,1115,34,2,5,0,Nublado
2024-05-09,Ruta E,1109,37,3,5,0,Lluvia
2024-05-10,Ruta E,1093,26,4,5,0,Soleado
2024-05-11,Ruta E,734,18,5,5,0,Lluvia
2024-05-12,Ruta E,750,22,6,5,0,Soleado
2024-05-13,Ruta E,1178,45,0,5,0,Nublado
2024-05-14,Ruta E,1205,48,1,5,0,Nublado
2024-05-15,Ruta E,1715,55,2,5,0,Soleado
2024-05-16,Ruta E,1286,32,3,5,0,Nublado
2024-05-17,Ruta E,1234,34,4,5,0,Soleado
2024-05-18,Ruta E,695,20,5,5,0,Soleado
2024-05-19,Ruta E,671,15,6,5,0,Lluvia
2024-05-20,Ruta E,1358,27,0,5,0,Soleado
2024-05-21,Ruta E,1254,38,1,5,0,Nublado
2024-05-22,Ruta E,1198,28,2,5,0,Lluvia
2024-05-23,Ruta E,1377,34,3,5,0,Soleado
2024-05-24,Ruta E,1401,29,4,5,0,Soleado
2024-05-25,Ruta E,622,12,5,5,0,Lluvia
2024-05-26,Ruta E,902,19,6,5,0,Soleado
2024-05-27,Ruta E,1127,23,0,5,0,Lluvia
2024-05-28,Ruta E,1099,23,1,5,0,Nublado
2024-05-29,Ruta E,1174,27,2,5,0,Soleado
2024-05-30,Ruta E,1424,47,3,5,0,Soleado
2024-05-31,Ruta E,1011,39,4,5,0,Lluvia
2024-06-01,Ruta E,901,24,5,6,0,Lluvia
2024-06-02,Ruta E,889,19,6,6,0,Soleado
2024-06-03,Ruta E,1451,34,0,6,0,Soleado
2024-06-04,Ruta E,1555,40,1,6,0,Nublado
2024-06-05,Ruta E,1709,36,2,6,0,Soleado
2024-06-06,Ruta E,1148,29,3,6,0,Lluvia
2024-06-07,Ruta E,1484,57,4,6,0,Soleado
2024-06-08,Ruta E,876,35,5,6,0,Nublado
2024-06-09,Ruta E,879,21,6,6,0,Nublado
2024-06-10,Ruta E,1313,36,0,6,0,Nublado
2024-06-11,Ruta E,1512,32,1,6,0,Soleado
2024-06-12,Ruta E,1570,34,2,6,0,Soleado
2024-06-13,Ruta E,1578,44,3,6,0,Lluvia
2024-06-14,Ruta E,1481,39,4,6,0,Soleado
2024-06-15,Ruta E,864,19,5,6,0,Lluvia
2024-06-16,Ruta E,932,29,6,6,0,Soleado
2024-06-17,Ruta E,1724,54,0,6,0,Soleado
2024-06-18,Ruta E,1495,45,1,6,0,Soleado
2024-06-19,Ruta E,1485,35,2,6,0,Soleado
2024-06-20,Ruta E,1702,42,3,6,0,Soleado
2024-06-21,Ruta E,1429,32,4,6,0,Soleado
2024-06-22,Ruta E,922,23,5,6,0,Lluvia
2024-06-23,Ruta E,846,18,6,6,0,Nublado
2024-06-24,Ruta E,1563,47,0,6,0,Soleado
2024-06-25,Ruta E,1738,56,1,6,0,Soleado
2024-06-26,Ruta E,1471,33,2,6,0,Lluvia
2024-06-27,Ruta E,1556,43,3,6,0,Soleado
2024-06-28,Ruta E,1291,50,4,6,0,Lluvia
2024-06-29,Ruta E,1021,25,5,6,0,Nublado
2024-06-30,Ruta E,899,22,6,6,0,Soleado
2024-07-01,Ruta E,1681,37,0,7,0,Lluvia
2024-07-02,Ruta E,1712,50,1,7,0,Soleado
2024-07-03,Ruta E,1435,57,2,7,0,Nublado
2024-07-04,Ruta E,1454,32,3,7,0,Lluvia
2024-07-05,Ruta E,1675,52,4,7,0,Soleado
2024-07-06,Ruta E,997,30,5,7,0,Lluvia
2024-07-07,Ruta E,900,25,6,7,0,Soleado
2024-07-08,Ruta E,1768,43,0,7,0,Soleado
2024-07-09,Ruta E,1653,66,1,7,0,Lluvia
2024-07-10,Ruta E,1863,37,2,7,0,Soleado
2024-07-11,Ruta E,1464,43,3,7,0,Nublado
2024-07-12,Ruta E,1526,54,4,7,0,Soleado
2024-07-13,Ruta E,1109,31,5,7,0,Soleado
2024-07-14,Ruta E,902,29,6,7,0,Soleado
2024-07-15,Ruta E,1400,52,0,7,0,Lluvia
2024-07-16,Ruta E,1441,35,1,7,0,Lluvia
2024-07-17,Ruta E,1345,34,2,7,0,Lluvia
2024-07-18,Ruta E,1711,34,3,7,0,Soleado
2024-07-19,Ruta E,1671,36,4,7,0,Soleado
2024-07-20,Ruta E,1152,28,5,7,0,Nublado
2024-07-21,Ruta E,724,15,6,7,0,Lluvia
2024-07-22,Ruta E,1585,57,0,7,0,Soleado
2024-07-23,Ruta E,1902,40,1,7,0,Soleado
2024-07-24,Ruta E,1726,47,2,7,0,Soleado
2024-07-25,Ruta E,1577,53,3,7,0,Soleado
2024-07-26,Ruta E,1481,37,4,7,0,Lluvia
2024-07-27,Ruta E,1622,37,5,7,0,Soleado
2024-07-28,Ruta E,1201,40,6,7,1,Lluvia
2024-07-29,Ruta E,2673,72,0,7,1,Soleado
2024-07-30,Ruta E,1751,53,1,7,0,Lluvia
2024-07-31,Ruta E,2022,72,2,7,0,Soleado
2024-08-01,Ruta E,1610,32,3,8,0,Soleado
2024-08-02,Ruta E,1243,29,4,8,0,Soleado
2024-08-03,Ruta E,992,24,5,8,0,Soleado
2024-08-04,Ruta E,829,27,6,8,0,Soleado
2024-08-05,Ruta E,1338,30,0,8,0,Soleado
2024-08-06,Ruta E,1558,32,1,8,0,Soleado
2024-08-07,Ruta E,1250,27,2,8,0,Nublado
2024-08-08,Ruta E,1476,51,3,8,0,Soleado
2024-08-09,Ruta E,1363,41,4,8,0,Soleado
2024-08-10,Ruta E,899,32,5,8,0,Soleado
2024-08-11,Ruta E,796,17,6,8,0,Soleado
2024-08-12,Ruta E,1374,31,0,8,0,Soleado
2024-08-13,Ruta E,1408,31,1,8,0,Nublado
2024-08-14,Ruta E,1703,68,2,8,0,Soleado
2024-08-15,Ruta E,1502,60,3,8,0,Nublado
2024-08-16,Ruta E,1248,30,4,8,0,Lluvia
2024-08-17,Ruta E,859,18,5,8,0,Soleado
2024-08-18,Ruta E,754,15,6,8,0,Soleado
2024-08-19,Ruta E,1203,34,0,8,0,Lluvia
2024-08-20,Ruta E,1370,30,1,8,0,Soleado
2024-08-21,Ruta E,1658,33,2,8,0,Soleado
2024-08-22,Ruta E,1444,39,3,8,0,Soleado
2024-08-23,Ruta E,1376,53,4,8,0,Soleado
2024-08-24,Ruta E,1028,35,5,8,0,Nublado
2024-08-25,Ruta E,771,25,6,8,0,Soleado
2024-08-26,Ruta E,1297,32,0,8,0,Lluvia
2024-08-27,Ruta E,1301,27,1,8,0,Soleado
2024-08-28,Ruta E,1329,38,2,8,0,Soleado
2024-08-29,Ruta E,1298,41,3,8,0,Lluvia
2024-08-30,Ruta E,1310,29,4,8,0,Soleado
2024-08-31,Ruta E,971,33,5,8,0,Soleado
2024-09-01,Ruta E,536,18,6,9,0,Lluvia
2024-09-02,Ruta E,957,25,0,9,0,Lluvia
2024-09-03,Ruta E,1311,32,1,9,0,Soleado
2024-09-04,Ruta E,987,21,2,9,0,Lluvia
2024-09-05,Ruta E,1162,29,3,9,0,Soleado
2024-09-06,Ruta E,1131,45,4,9,0,Nublado
2024-09-07,Ruta E,801,31,5,9,0,Nublado
2024-09-08,Ruta E,590,17,6,9,0,Lluvia
2024-09-09,Ruta E,1160,35,0,9,0,Nublado
2024-09-10,Ruta E,1138,33,1,9,0,Lluvia
2024-09-11,Ruta E,1330,38,2,9,0,Nublado
2024-09-12,Ruta E,1105,25,3,9,0,Soleado
2024-09-13,Ruta E,1074,22,4,9,0,Soleado
2024-09-14,Ruta E,768,17,5,9,0,Soleado
2024-09-15,Ruta E,681,23,6,9,0,Soleado
2024-09-16,Ruta E,1383,31,0,9,0,Soleado
2024-09-17,Ruta E,1171,43,1,9,0,Nublado
2024-09-18,Ruta E,1171,42,2,9,0,Soleado
2024-09-19,Ruta E,1265,41,3,9,0,Soleado
2024-09-20,Ruta E,988,27,4,9,0,Lluvia
2024-09-21,Ruta E,731,17,5,9,0,Soleado
2024-09-22,Ruta E,771,21,6,9,0,Soleado
2024-09-23,Ruta E,1033,33,0,9,0,Lluvia
2024-09-24,Ruta E,1097,24,1,9,0,Lluvia
2024-09-25,Ruta E,1055,23,2,9,0,Lluvia
2024-09-26,Ruta E,1146,29,3,9,0,Lluvia
2024-09-27,Ruta E,931,23,4,9,0,Lluvia
2024-09-28,Ruta E,527,11,5,9,0,Lluvia
2024-09-29,Ruta E,598,12,6,9,0,Soleado
2024-09-30,Ruta E,1297,50,0,9,0,Soleado
2024-10-01,Ruta E,1225,38,1,10,0,Nublado
2024-10-02,Ruta E,930,20,2,10,0,Lluvia
2024-10-03,Ruta E,1301,29,3,10,0,Nublado
2024-10-04,Ruta E,1051,36,4,10,0,Soleado
2024-10-05,Ruta E,1160,26,5,10,0,Soleado
2024-10-06,Ruta E,534,11,6,10,0,Lluvia
2024-10-07,Ruta E,1228,30,0,10,0,Nublado
2024-10-08,Ruta E,1011,37,1,10,0,Lluvia
2024-10-09,Ruta E,987,35,2,10,0,Nublado
2024-10-10,Ruta E,1397,56,3,10,0,Soleado
2024-10-11,Ruta E,1132,30,4,10,0,Nublado
2024-10-12,Ruta E,919,21,5,10,0,Lluvia
2024-10-13,Ruta E,654,18,6,10,0,Nublado
2024-10-14,Ruta E,1049,23,0,10,0,Nublado
2024-10-15,Ruta E,1474,35,1,10,0,Soleado
2024-10-16,Ruta E,1243,38,2,10,0,Soleado
2024-10-17,Ruta E,1320,34,3,10,0,Soleado
2024-10-18,Ruta E,1301,27,4,10,0,Soleado
2024-10-19,Ruta E,702,19,5,10,0,Lluvia
2024-10-20,Ruta E,678,15,6,10,0,Soleado
2024-10-21,Ruta E,1301,30,0,10,0,Soleado
2024-10-22,Ruta E,1413,31,1,10,0,Nublado
2024-10-23,Ruta E,1076,36,2,10,0,Lluvia
2024-10-24,Ruta E,1307,27,3,10,0,Nublado
2024-10-25,Ruta E,1034,22,4,10,0,Lluvia
2024-10-26,Ruta E,824,28,5,10,0,Soleado
2024-10-27,Ruta E,561,16,6,10,0,Lluvia
2024-10-28,Ruta E,1212,25,0,10,0,Soleado
2024-10-29,Ruta E,1217,25,1,10,0,Soleado
2024-10-30,Ruta E,1189,34,2,10,0,Lluvia
2024-10-31,Ruta E,1292,52,3,10,0,Soleado
2024-11-01,Ruta E,1173,23,4,11,0,Soleado
2024-11-02,Ruta E,817,21,5,11,0,Nublado
2024-11-03,Ruta E,831,30,6,11,0,Nublado
2024-11-04,Ruta E,1073,43,0,11,0,Soleado
2024-11-05,Ruta E,1168,33,1,11,0,Soleado
2024-11-06,Ruta E,1406,44,2,11,0,Soleado
2024-11-07,Ruta E,1281,38,3,11,0,Soleado
2024-11-08,Ruta E,994,25,4,11,0,Lluvia
2024-11-09,Ruta E,615,22,5,11,0,Lluvia
2024-11-10,Ruta E,690,14,6,11,0,Nublado
2024-11-11,Ruta E,1067,36,0,11,0,Nublado
2024-11-12,Ruta E,1252,45,1,11,0,Soleado
2024-11-13,Ruta E,1233,25,2,11,0,Nublado
2024-11-14,Ruta E,1244,43,3,11,0,Soleado
2024-11-15,Ruta E,1163,43,4,11,0,Nublado
2024-11-16,Ruta E,795,22,5,11,0,Nublado
2024-11-17,Ruta E,518,11,6,11,0,Lluvia
2024-11-18,Ruta E,1238,50,0,11,0,Soleado
2024-11-19,Ruta E,1222,36,1,11,0,Nublado
2024-11-20,Ruta E,1299,43,2,11,0,Soleado
2024-11-21,Ruta E,1033,23,3,11,0,Lluvia
2024-11-22,Ruta E,926,23,4,11,0,Lluvia
2024-11-23,Ruta E,728,18,5,11,0,Nublado
2024-11-24,Ruta E,432,12,6,11,0,Soleado
2024-11-25,Ruta E,1157,41,0,11,0,Soleado
2024-11-26,Ruta E,1049,31,1,11,0,Soleado
2024-11-27,Ruta E,1250,28,2,11,0,Soleado
2024-11-28,Ruta E,933,33,3,11,0,Lluvia
2024-11-29,Ruta E,1023,39,4,11,0,Nublado
2024-11-30,Ruta E,1117,33,5,11,0,Soleado
2024-12-01,Ruta E,891,25,6,12,0,Lluvia
2024-12-02,Ruta E,1690,46,0,12,0,Soleado
2024-12-03,Ruta E,1691,60,1,12,0,Soleado
2024-12-04,Ruta E,1743,46,2,12,0,Soleado
2024-12-05,Ruta E,1467,36,3,12,0,Lluvia
2024-12-06,Ruta E,1455,35,4,12,0,Soleado
2024-12-07,Ruta E,1126,31,5,12,0,Soleado
2024-12-08,Ruta E,1021,29,6,12,0,Nublado
2024-12-09,Ruta E,1724,56,0,12,0,Soleado
2024-12-10,Ruta E,1752,41,1,12,0,Soleado
2024-12-11,Ruta E,1740,38,2,12,0,Soleado
2024-12-12,Ruta E,1284,51,3,12,0,Lluvia
2024-12-13,Ruta E,1708,49,4,12,0,Soleado
2024-12-14,Ruta E,1169,42,5,12,0,Soleado
2024-12-15,Ruta E,910,28,6,12,0,Lluvia
2024-12-16,Ruta E,1643,46,0,12,0,Nublado
2024-12-17,Ruta E,1295,28,1,12,0,Lluvia
2024-12-18,Ruta E,1697,42,2,12,0,Soleado
2024-12-19,Ruta E,1700,37,3,12,0,Nublado
2024-12-20,Ruta E,1579,61,4,12,0,Soleado
2024-12-21,Ruta E,1283,32,5,12,0,Soleado
2024-12-22,Ruta E,1136,45,6,12,0,Soleado
2024-12-23,Ruta E,1649,48,0,12,0,Lluvia
2024-12-24,Ruta E,2050,45,1,12,0,Nublado
2024-12-25,Ruta E,1673,58,2,12,1,Soleado
2024-12-26,Ruta E,1854,74,3,12,0,Nublado
2024-12-27,Ruta E,1611,52,4,12,0,Lluvia
2024-12-28,Ruta E,865,24,5,12,0,Lluvia
2024-12-29,Ruta E,986,32,6,12,0,Soleado
2024-12-30,Ruta E,2115,78,0,12,0,Soleado
2024-12-31,Ruta E,1956,70,1,12,0,Soleado
2025-01-01,Ruta E,1599,33,2,1,1,Soleado
2025-01-02,Ruta E,1296,29,3,1,0,Soleado
2025-01-03,Ruta E,1054,38,4,1,0,Nublado
2025-01-04,Ruta E,725,18,5,1,0,Lluvia
2025-01-05,Ruta E,641,13,6,1,0,Soleado
2025-01-06,Ruta E,865,24,0,1,0,Lluvia
2025-01-07,Ruta E,1142,33,1,1,0,Soleado
2025-01-08,Ruta E,1319,31,2,1,0,Soleado
2025-01-09,Ruta E,987,28,3,1,0,Lluvia
2025-01-10,Ruta E,1182,27,4,1,0,Soleado
2025-01-11,Ruta E,786,18,5,1,0,Soleado
2025-01-12,Ruta E,772,21,6,1,0,Soleado
2025-01-13,Ruta E,1099,22,0,1,0,Nublado
2025-01-14,Ruta E,1141,29,1,1,0,Soleado
2025-01-15,Ruta E,1381,28,2,1,0,Nublado
2025-01-16,Ruta E,1292,26,3,1,0,Lluvia
2025-01-17,Ruta E,1177,25,4,1,0,Soleado
2025-01-18,Ruta E,647,18,5,1,0,Lluvia
2025-01-19,Ruta E,642,22,6,1,0,Nublado
2025-01-20,Ruta E,1111,40,0,1,0,Soleado
2025-01-21,Ruta E,1117,33,1,1,0,Soleado
2025-01-22,Ruta E,913,18,2,1,0,Lluvia
2025-01-23,Ruta E,1096,39,3,1,0,Nublado
2025-01-24,Ruta E,1052,35,4,1,0,Soleado
2025-01-25,Ruta E,698,25,5,1,0,Soleado
2025-01-26,Ruta E,631,25,6,1,0,Soleado
2025-01-27,Ruta E,945,20,0,1,0,Lluvia
2025-01-28,Ruta E,1121,34,1,1,0,Lluvia
2025-01-29,Ruta E,1047,25,2,1,0,Nublado
2025-01-30,Ruta E,1226,38,3,1,0,Soleado
2025-01-31,Ruta E,998,33,4,1,0,Lluvia
2025-02-01,Ruta E,747,26,5,2,0,Nublado
2025-02-02,Ruta E,716,28,6,2,0,Soleado
2025-02-03,Ruta E,1245,35,0,2,0,Soleado
2025-02-04,Ruta E,1271,45,1,2,0,Soleado
2025-02-05,Ruta E,1353,28,2,2,0,Nublado
2025-02-06,Ruta E,1304,33,3,2,0,Soleado
2025-02-07,Ruta E,1079,36,4,2,0,Lluvia
2025-02-08,Ruta E,925,18,5,2,0,Soleado
2025-02-09,Ruta E,658,22,6,2,0,Lluvia
2025-02-10,Ruta E,1222,47,0,2,0,Soleado
2025-02-11,Ruta E,1203,45,1,2,0,Soleado
2025-02-12,Ruta E,1196,35,2,2,0,Nublado
2025-02-13,Ruta E,1019,21,3,2,0,Soleado
2025-02-14,Ruta E,1004,33,4,2,0,Nublado
2025-02-15,Ruta E,744,18,5,2,0,Soleado
2025-02-16,Ruta E,501,11,6,2,0,Lluvia
2025-02-17,Ruta E,917,25,0,2,0,Lluvia
2025-02-18,Ruta E,1087,25,1,2,0,Lluvia
2025-02-19,Ruta E,1157,33,2,2,0,Nublado
2025-02-20,Ruta E,1148,27,3,2,0,Nublado
2025-02-21,Ruta E,1044,25,4,2,0,Lluvia
2025-02-22,Ruta E,818,22,5,2,0,Nublado
2025-02-23,Ruta E,692,15,6,2,0,Lluvia
2025-02-24,Ruta E,1260,32,0,2,0,Soleado
2025-02-25,Ruta E,956,20,1,2,0,Lluvia
2025-02-26,Ruta E,1123,37,2,2,0,Lluvia
2025-02-27,Ruta E,1083,28,3,2,0,Nublado
2025-02-28,Ruta E,997,22,4,2,0,Soleado
2025-03-01,Ruta E,775,27,5,3,0,Nublado
2025-03-02,Ruta E,737,29,6,3,0,Nublado
2025-03-03,Ruta E,1092,31,0,3,0,Lluvia
2025-03-04,Ruta E,1079,26,1,3,0,Nublado
2025-03-05,Ruta E,1032,29,2,3,0,Lluvia
2025-03-06,Ruta E,1079,24,3,3,0,Lluvia
2025-03-07,Ruta E,1105,36,4,3,0,Nublado
2025-03-08,Ruta E,569,14,5,3,0,Lluvia
2025-03-09,Ruta E,538,15,6,3,0,Lluvia
2025-03-10,Ruta E,1000,22,0,3,0,Lluvia
2025-03-11,Ruta E,1016,41,1,3,0,Lluvia
2025-03-12,Ruta E,1246,42,2,3,0,Nublado
2025-03-13,Ruta E,1020,27,3,3,0,Nublado
2025-03-14,Ruta E,1156,28,4,3,0,Soleado
2025-03-15,Ruta E,758,29,5,3,0,Lluvia
